Record_ID,Order_ID,Order_ID_Duplicate_Flag,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount,Sales_Amount,Order_Date,Order_Year,Order_Month,City,Segment,Profit,Profit_Flag
525,1524,False,Cameron Bowen,Dresses,Wrap Dress,3,2765.26,0.47,4396.76,2025-07-15,2025,7,Hyderabad,B2C,2668.06,OK
526,1525,False,David Morales,Accessories,Watches,5,4591.26,0.51,11248.59,2025-01-03,2025,1,Hyderabad,B2B,-602.8,Negative
527,1526,False,Rachel Rios,Shoes,Sneakers,2,1884.25,0.54,1733.51,2024-10-11,2024,10,Bengaluru,B2B,1177.57,OK
528,1527,False,Mary Campos,Jeans,Slim Fit Jeans,4,3431.26,0.44,7686.02,2023-08-15,2023,8,Bengaluru,B2C,1931.28,OK
529,1026,True,Jacob Morris,T-Shirts,Crop Top,4,2001.55,0.5,4003.1,2023-10-31,2023,10,Delhi,B2C,2916.18,OK
530,1529,False,John Robinson,T-Shirts,Classic Tee,4,3381.7,0.5,6763.4,2025-03-18,2025,3,Delhi,B2B,2953.76,OK
531,1530,False,Michael Erickson,Jackets,Denim Jacket,6,2537.59,0.54,7003.75,2024-09-30,2024,9,Hyderabad,B2C,1451.55,OK
532,1531,False,Yesenia Thompson,Jeans,Ripped Denim,5,2750.33,0.37,8663.54,2025-06-11,2025,6,Ahmedabad,B2B,-173.83,Negative
533,1532,False,Teresa Davis,T-Shirts,Oversized T-shirt,3,3027.66,0.33,6085.6,2023-08-29,2023,8,Mumbai,B2B,2512.66,OK
534,1533,False,Mark Reed,Dresses,Bodycon,4,3965.94,0.5,7931.88,2024-12-11,2024,12,Mumbai,B2B,-759.07,Negative
535,1534,False,Colin Lewis,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2025-04-25,2025,4,Delhi,B2B,-836.06,Negative
536,1535,False,Austin Barrett,Accessories,Caps,4,720.35,0.51,1411.89,2023-12-22,2023,12,Bengaluru,B2B,1359.17,OK
537,1536,False,Mark Compton,Dresses,Bodycon,1,2889.54,0.5,1444.77,2025-05-13,2025,5,Delhi,B2B,1966.62,Review
538,1537,False,Jonathan Holmes,Jeans,Ripped Denim,5,2750.33,0.9,1375.16,2024-11-28,2024,11,Bengaluru,B2B,68.26,OK
539,1538,False,Sabrina Barnett,Dresses,Bodycon,4,4767.61,0.01,18879.74,2024-12-19,2024,12,Ahmedabad,B2B,-956.8,Negative
540,1539,False,Sheryl Davis,Jeans,Straight Cut,4,2891.64,0.44,6477.27,2024-12-28,2024,12,Mumbai,B2B,2309.23,OK
541,1540,False,Kurt Murillo,Jackets,Puffer Coat,4,2579.8,0.54,4746.83,2025-01-06,2025,1,Ahmedabad,B2B,815.28,OK
542,1541,False,Michael Hodge,Accessories,Caps,4,2989.4,0.51,5859.22,2025-03-29,2025,3,Mumbai,B2C,-530.72,Negative
543,1542,False,Sarah Welch,Jackets,Bomber Jacket,1,2044.17,0.54,940.32,2025-01-03,2025,1,Pune,B2B,-798.37,Negative
544,1543,False,Angela Young,Dresses,Bodycon,1,4440.24,0.32,3019.36,2024-12-19,2024,12,Ahmedabad,B2B,1884.06,OK
545,1544,False,Karen Contreras,Dresses,Maxi Dress,6,2731.64,0.5,8194.92,2024-11-28,2024,11,Bengaluru,B2B,87.47,OK
546,1545,False,Anthony Stephens,Dresses,Casual Midi,1,2975.64,0.5,1487.82,2025-06-19,2025,6,Hyderabad,B2B,2526.29,Review
547,1546,False,Daniel Brady,T-Shirts,Oversized T-shirt,3,3027.66,0.5,4541.49,2024-09-03,2024,9,Ahmedabad,B2B,1978.16,OK
548,1547,False,Carlos Rogers,Dresses,Maxi Dress,6,2731.64,0.95,819.49,2025-05-15,2025,5,Pune,B2B,1018.03,Review
549,1548,False,David Garcia,Jackets,Bomber Jacket,3,2273.15,0.54,3136.95,2024-12-19,2024,12,Ahmedabad,B2C,-701.47,Negative
550,1549,False,Jenna Wong,Accessories,Sunglasses,3,2465.23,0.42,4289.5,2024-11-28,2024,11,Bengaluru,B2B,256.3,OK
551,1550,False,Bradley Oneal,Jackets,Leather Jacket,1,2752.99,0.1,2477.69,2024-10-01,2024,10,Pune,B2C,2195.27,OK
552,1551,False,Stanley Velez,Jackets,Leather Jacket,4,2656.77,0.54,4888.46,2024-12-28,2024,12,Mumbai,B2C,2293.08,OK
553,1552,False,Daniel Villegas,Shoes,Slip-ons,4,883.76,0.54,1626.12,2024-12-19,2024,12,Ahmedabad,B2B,-572.62,Negative
554,1553,False,Denise Snyder,Accessories,Belts,1,2515.42,0.51,1232.56,2024-12-24,2024,12,Hyderabad,B2C,2824.43,Review
555,1554,False,Christian Williamson,Shoes,Loafers,4,2345.71,0.54,4316.11,2025-04-22,2025,4,Pune,B2B,2041.71,OK
556,1555,False,Linda Estrada,Accessories,Belts,3,2515.42,0.51,3697.67,2024-11-28,2024,11,Bengaluru,B2C,312.38,OK
557,1556,False,Courtney Page,Jeans,Boyfriend Jeans,3,453.92,0.44,762.59,2024-12-02,2024,12,Bengaluru,B2B,2308.01,Review
558,1557,False,Timothy Garcia,Jackets,Puffer Coat,4,4402.4,0.54,8100.42,2025-01-12,2025,1,Hyderabad,B2C,-594.21,Negative
559,1558,False,Jacob Williams,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2023-12-13,2023,12,Pune,B2B,300.17,OK
560,1559,False,William Phillips,Jackets,Leather Jacket,4,2752.99,0.09,10020.88,2024-12-28,2024,12,Mumbai,B2C,-548.18,Negative
561,1560,False,Angela Graham,Accessories,Caps,4,2338.04,0.71,2712.13,2025-01-14,2025,1,Hyderabad,B2B,574.85,OK
562,1561,False,Melissa Smith,Shoes,Sneakers,4,2666.22,0.54,4905.84,2025-01-11,2025,1,Delhi,B2B,2513.24,OK
563,1562,False,Richard Harris,Accessories,Caps,4,2338.04,0.51,4582.56,2024-12-24,2024,12,Hyderabad,B2B,930.14,OK
564,1563,False,Cassie Johnson,Dresses,Maxi Dress,5,1571.12,0.65,2749.46,2024-12-19,2024,12,Ahmedabad,B2B,103.28,OK
565,1564,False,Jerome Martinez,Jeans,Boyfriend Jeans,2,3008.66,0.67,1985.72,2025-01-03,2025,1,Pune,B2C,-953.17,Negative
566,1565,False,Angel Gonzalez,Accessories,Caps,4,1867.24,0.19,6049.86,2025-05-04,2025,5,Pune,B2B,784.96,OK
567,1566,False,Brooke Garcia,Jackets,Puffer Coat,4,1696.72,0.54,3121.96,2024-08-12,2024,8,Ahmedabad,B2B,953.07,OK
568,1567,False,Andre Stone,Accessories,Belts,3,2515.42,0.51,3697.67,2024-12-24,2024,12,Hyderabad,B2B,2545.25,OK
569,1568,False,Toni Marquez,Jeans,Ripped Denim,6,2750.33,0.44,9241.11,2024-12-21,2024,12,Delhi,B2C,2403.01,OK
570,1569,False,David Weaver,Dresses,Maxi Dress,1,2731.64,0.02,2677.01,2025-04-26,2025,4,Ahmedabad,B2B,576.66,OK
571,1570,False,William Aguilar,Jackets,Leather Jacket,1,4774.77,0.96,190.99,2025-04-08,2025,4,Mumbai,B2C,-146.17,Negative
572,1571,False,William James,Jackets,Denim Jacket,3,1308.06,0.54,1805.12,2025-01-03,2025,1,Pune,B2C,-246.91,Negative
573,1572,False,Ross Taylor,Jackets,Leather Jacket,4,2752.99,0.82,1982.15,2025-02-19,2025,2,Delhi,B2B,534.6,OK
574,1573,False,Jeff Weaver,Jeans,Ripped Denim,5,3972.78,0.44,11123.78,2024-12-01,2024,12,Hyderabad,B2B,-902.58,Negative
575,1574,False,Megan Rodriguez,Accessories,Belts,3,2515.42,0.51,3697.67,2025-03-13,2025,3,Ahmedabad,B2B,-803.35,Negative
576,1575,False,Aaron Patel,T-Shirts,Graphic Tee,4,615.07,0.5,1230.14,2024-10-01,2024,10,Ahmedabad,B2B,638.16,OK
577,1576,False,Rick Moran,Jackets,Denim Jacket,1,1882.14,0.6,752.86,2025-01-05,2025,1,Ahmedabad,B2B,2554.79,Review
578,1010,True,Dalton Logan,Dresses,Casual Midi,2,3134.69,0.07,5830.52,2024-12-21,2024,12,Delhi,B2B,555.44,OK
579,1578,False,Lauren Pearson,Dresses,Maxi Dress,3,2731.64,0.5,4097.46,2024-07-26,2024,7,Bengaluru,B2C,2604.12,OK
580,1579,False,Wesley Harper,Shoes,Boots,3,2385.57,0.54,3292.09,2025-02-18,2025,2,Hyderabad,B2B,-155.77,Negative
581,1580,False,Faith Ray,Dresses,Wrap Dress,3,2765.26,0.5,4147.89,2025-06-22,2025,6,Hyderabad,B2B,-364.57,Negative
582,1581,False,Donald Brown,Jeans,Straight Cut,4,2891.64,0.44,6477.27,2025-06-26,2025,6,Delhi,B2B,1109.06,OK
583,1582,False,David Noble,Jeans,Slim Fit Jeans,1,4809.9,0.92,384.79,2024-09-28,2024,9,Mumbai,B2B,-356.01,Negative
584,1583,False,Anthony Calhoun,Dresses,Casual Midi,4,2975.64,0.5,5951.28,2024-03-29,2024,3,Pune,B2B,829.03,OK
585,1584,False,Bryan Hughes,Dresses,Bodycon,5,2889.54,0.15,12280.54,2024-08-27,2024,8,Ahmedabad,B2B,2853.8,OK
586,1585,False,Tina Keith,Shoes,Sneakers,4,2738.72,0.89,1205.04,2024-11-11,2024,11,Delhi,B2B,-709.13,Negative
587,1586,False,Scott Carroll,Shoes,Loafers,4,2933.45,0.78,2581.44,2024-08-04,2024,8,Pune,B2B,1765.79,OK
588,1587,False,Leslie Jones,Shoes,Loafers,4,2933.45,0.54,5397.55,2024-12-28,2024,12,Mumbai,B2C,1376.9,OK
589,1588,False,Amanda Wilkinson,Accessories,Sunglasses,1,2577.64,0.51,1263.04,2025-05-03,2025,5,Delhi,B2B,526.32,OK
590,1589,False,Scott Davis,Shoes,Loafers,4,527.07,0.45,1159.55,2024-12-28,2024,12,Mumbai,B2C,2617.99,Review
591,1590,False,Jesse Kennedy,Dresses,Maxi Dress,6,2731.64,0.67,5408.65,2024-11-28,2024,11,Bengaluru,B2B,-104.43,Negative
592,1591,False,Bradley Lewis,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2025-05-31,2025,5,Mumbai,B2B,158.05,OK
593,1592,False,Casey Sparks,Shoes,Sneakers,5,2666.22,0.52,6398.93,2024-12-31,2024,12,Mumbai,B2B,619.25,OK
594,1593,False,Kristen Hernandez,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2025-03-05,2025,3,Mumbai,B2B,2598.93,OK
595,1594,False,Patrick Garza,Jeans,Straight Cut,4,3784.99,0.44,8478.38,2024-11-28,2024,11,Bengaluru,B2B,346.37,OK
596,1595,False,Ronald Mcdaniel,Dresses,Bodycon,4,2889.54,0.5,5779.08,2025-07-20,2025,7,Mumbai,B2C,1483.7,OK
597,1596,False,Mark Campbell,Jackets,Puffer Coat,3,738.29,0.54,1018.84,2024-09-23,2024,9,Ahmedabad,B2B,-871.38,Negative
598,1597,False,Linda Ross,T-Shirts,Crop Top,1,657.51,0.77,151.23,2024-08-04,2024,8,Delhi,B2C,2744.32,Review
599,1598,False,Amanda Wilson,Jackets,Denim Jacket,3,3311.31,0.54,4569.61,2025-01-03,2025,1,Pune,B2B,2944.25,OK
600,1599,False,Jeffery Elliott,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2025-04-03,2025,4,Mumbai,B2B,790.51,OK
601,1600,False,Sonya Burke,Accessories,Watches,4,2785.79,0.51,5460.15,2023-08-18,2023,8,Ahmedabad,B2B,-605.06,Negative
602,1601,False,Samuel Cortez,Accessories,Belts,3,2515.42,0.51,3697.67,2024-08-07,2024,8,Mumbai,B2B,1282.26,OK
603,1602,False,Scott Lewis,Dresses,Wrap Dress,3,4256.43,0.5,6384.64,2025-05-27,2025,5,Bengaluru,B2B,2472.73,OK
604,1603,False,Lisa Carter,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2024-12-19,2024,12,Ahmedabad,B2B,2700.72,OK
605,1604,False,Gloria Phillips,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2024-09-17,2024,9,Bengaluru,B2B,2976.74,OK
606,1605,False,Michele Ortiz,Accessories,Watches,4,2785.79,0.47,5905.87,2025-01-04,2025,1,Hyderabad,B2C,-339.59,Negative
607,1606,False,Jeremy Dickson,T-Shirts,Graphic Tee,6,2599.75,0.5,7799.25,2025-02-06,2025,2,Delhi,B2B,-527.18,Negative
608,1607,False,Matthew Marshall,Shoes,Loafers,4,4941.27,0.54,9091.94,2023-10-08,2023,10,Delhi,B2C,515.06,OK
609,1608,False,Lindsay Sanchez,Shoes,Slip-ons,3,3536.61,0.79,2228.06,2025-02-20,2025,2,Mumbai,B2C,-55.01,Negative
610,1609,False,Brian Flores,Shoes,Loafers,4,2933.45,0.54,5397.55,2025-07-17,2025,7,Hyderabad,B2C,-939.39,Negative
611,1610,False,Chase Torres,Jeans,Straight Cut,5,2891.64,0.44,8096.59,2025-05-29,2025,5,Hyderabad,B2B,-361.65,Negative
612,1611,False,Victor Acosta,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2024-11-08,2024,11,Delhi,B2B,-351.41,Negative
613,1612,False,Stephanie Ferguson,Jackets,Puffer Coat,5,1010.24,0.54,2323.55,2025-02-26,2025,2,Pune,B2B,2174.98,OK
614,1613,False,Anna Valdez,Accessories,Watches,1,1575.26,0.51,771.88,2025-01-08,2025,1,Delhi,B2C,-641.72,Negative
615,1614,False,Robert Ingram,Accessories,Sunglasses,3,2577.64,0.51,3789.13,2025-04-17,2025,4,Mumbai,B2B,319.85,OK
616,1615,False,Joel Fitzpatrick,Dresses,Casual Midi,6,4962.7,0.02,29180.68,2023-08-04,2023,8,Hyderabad,B2C,61.6,OK
617,1616,False,Louis Owens,Shoes,Loafers,4,4443.82,0.54,8176.63,2023-10-13,2023,10,Bengaluru,B2C,1611.45,OK
618,1617,False,Shelby Alvarez,Jeans,Boyfriend Jeans,3,1144.47,0.44,1922.71,2024-03-10,2024,3,Pune,B2C,-863.76,Negative
619,1618,False,Leslie Morton,Dresses,Wrap Dress,3,2765.26,0.85,1244.37,2023-08-24,2023,8,Mumbai,B2B,2113.08,Review
620,1619,False,Anne Johnson,Jeans,Straight Cut,4,1470.99,0.7,1765.19,2024-12-14,2024,12,Bengaluru,B2B,-668.13,Negative
621,1620,False,John Garcia,Dresses,Maxi Dress,6,2731.64,0.5,8194.92,2024-09-16,2024,9,Delhi,B2B,1796.21,OK
622,1621,False,Scott Webb,T-Shirts,Classic Tee,6,639.67,0.5,1919.01,2024-09-28,2024,9,Hyderabad,B2B,1599.1,OK
623,1622,False,Sarah Griffin,Shoes,Slip-ons,1,2538.04,0.54,1167.5,2024-11-28,2024,11,Bengaluru,B2C,-880.92,Negative
624,1033,True,Kimberly Gomez,T-Shirts,Classic Tee,4,3369.55,0.5,6739.1,2025-01-07,2025,1,Pune,B2C,1927.24,OK
625,1624,False,Mark Mendoza,Jeans,Slim Fit Jeans,5,977.2,0.44,2736.16,2025-01-03,2025,1,Pune,B2B,1003.06,OK
626,1625,False,Edwin Brennan,Accessories,Watches,4,735.97,0.26,2178.47,2024-12-25,2024,12,Delhi,B2B,1690.22,OK
627,1626,False,Jennifer Olsen,Dresses,Maxi Dress,3,4695.15,0.5,7042.72,2025-01-03,2025,1,Pune,B2C,1584.44,OK
628,1004,True,Heather Gordon,Jeans,Ripped Denim,6,987.35,0.44,3317.5,2025-02-04,2025,2,Mumbai,B2B,-108.36,Negative
629,1628,False,Gary Simon,Dresses,Bodycon,1,3345.58,0.26,2475.73,2024-04-15,2024,4,Hyderabad,B2B,2274.54,OK
630,1629,False,Dr. Daniel Sanchez,Shoes,Boots,3,829.14,0.54,1144.21,2024-12-19,2024,12,Ahmedabad,B2C,2172.06,Review
631,1630,False,Taylor Duran,Jeans,Ripped Denim,5,2393.14,1.0,0.0,2023-09-09,2023,9,Bengaluru,B2B,715.08,Review
632,1631,False,Michelle French,Dresses,Casual Midi,4,2975.64,0.5,5951.28,2025-06-13,2025,6,Hyderabad,B2C,186.7,OK
633,1632,False,Wesley Brown,Jackets,Bomber Jacket,3,2618.69,0.11,6991.9,2024-11-25,2024,11,Pune,B2C,130.89,OK
634,1633,False,Ryan Taylor,Jackets,Bomber Jacket,3,4599.41,0.54,6347.19,2024-12-25,2024,12,Delhi,B2B,182.46,OK
635,1634,False,Catherine Brock,Jackets,Puffer Coat,4,2579.8,0.54,4746.83,2025-04-01,2025,4,Ahmedabad,B2B,108.15,OK
636,1635,False,David Stuart,Accessories,Caps,4,2338.04,0.51,4582.56,2024-08-16,2024,8,Delhi,B2C,857.97,OK
637,1636,False,Ryan Griffin,Jackets,Denim Jacket,3,2537.59,0.54,3501.87,2025-06-09,2025,6,Pune,B2C,2569.59,OK
638,1637,False,Mr. Nicholas Reed,Shoes,Slip-ons,4,2644.73,0.54,4866.3,2024-12-21,2024,12,Delhi,B2B,1402.25,OK
639,1638,False,Michael Smith,Jeans,Boyfriend Jeans,3,3008.66,0.54,4151.95,2025-04-11,2025,4,Mumbai,B2B,2346.22,OK
640,1639,False,Jimmy Evans,Jeans,Boyfriend Jeans,3,4183.22,0.44,7027.81,2025-07-02,2025,7,Bengaluru,B2B,532.81,OK
641,1640,False,Matthew Moses,Accessories,Belts,3,2515.42,0.51,3697.67,2024-12-03,2024,12,Pune,B2C,1823.75,OK
642,1641,False,Heather Mitchell,Accessories,Caps,4,1278.98,0.54,2353.32,2025-06-22,2025,6,Ahmedabad,B2C,34.99,OK
643,1642,False,Martha Lynch,Jackets,Denim Jacket,3,2537.59,0.54,3501.87,2024-09-10,2024,9,Hyderabad,B2C,2906.72,OK
644,1643,False,Alyssa Zhang,Shoes,Boots,3,2385.57,0.35,4651.86,2024-09-24,2024,9,Bengaluru,B2B,2589.43,OK
645,1644,False,Thomas Tanner,Dresses,Wrap Dress,3,2765.26,0.5,4147.89,2024-12-24,2024,12,Hyderabad,B2C,1343.06,OK
646,1645,False,Brian Floyd,T-Shirts,Classic Tee,4,2660.45,0.22,8300.6,2023-10-08,2023,10,Bengaluru,B2B,-825.82,Negative
647,1646,False,Cody Mahoney,Jeans,Ripped Denim,5,3393.47,0.38,10519.76,2025-02-07,2025,2,Ahmedabad,B2B,925.07,OK
648,1647,False,Katherine Moore,Shoes,Boots,3,498.95,0.54,688.55,2025-06-29,2025,6,Mumbai,B2C,-433.87,Negative
649,1648,False,Tracy Frey,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2025-03-30,2025,3,Mumbai,B2B,-952.5,Negative
650,1649,False,Amy Wood,Shoes,Boots,3,2385.57,0.06,6727.31,2025-01-09,2025,1,Hyderabad,B2B,-640.58,Negative
651,1650,False,Anne Hall,Dresses,Wrap Dress,2,2765.26,0.96,221.22,2024-11-21,2024,11,Mumbai,B2B,1943.2,Review
652,1651,False,Jennifer White MD,Shoes,Sneakers,3,2666.22,0.05,7598.73,2024-12-28,2024,12,Mumbai,B2B,-551.78,Negative
653,1652,False,Richard Hayes,Dresses,Maxi Dress,3,2375.56,0.59,2921.94,2024-12-24,2024,12,Hyderabad,B2B,2699.88,OK
654,1653,False,Benjamin Johnson,Jackets,Denim Jacket,3,2563.6,0.88,922.9,2025-06-14,2025,6,Mumbai,B2B,516.95,OK
655,1654,False,Andrew Clark,Accessories,Caps,1,2338.04,0.51,1145.64,2024-08-19,2024,8,Ahmedabad,B2B,1433.43,Review
656,1655,False,Anthony Kent,Jeans,Boyfriend Jeans,5,1385.86,0.71,2009.5,2025-06-01,2025,6,Mumbai,B2C,1839.94,OK
657,1656,False,John Lopez,Shoes,Slip-ons,4,2538.04,0.54,4669.99,2024-12-21,2024,12,Delhi,B2B,1872.27,OK
658,1657,False,Christopher Vargas,Jeans,Ripped Denim,5,2750.33,0.44,7700.92,2024-08-16,2024,8,Bengaluru,B2B,2507.93,OK
659,1658,False,Ryan Weaver,Jackets,Puffer Coat,4,2579.8,0.54,4746.83,2025-04-03,2025,4,Bengaluru,B2B,2996.16,OK
660,1659,False,Robert Richards,Shoes,Sneakers,4,1014.86,0.31,2801.01,2025-01-03,2025,1,Pune,B2C,-379.55,Negative
661,1660,False,Harold Smith,Jeans,Slim Fit Jeans,4,2366.61,0.44,5301.21,2025-03-21,2025,3,Mumbai,B2B,2345.37,OK
662,1661,False,Jamie Tucker,Shoes,Boots,3,2385.57,0.54,3292.09,2024-12-07,2024,12,Bengaluru,B2B,49.2,OK
663,1662,False,Christine Burton MD,Accessories,Belts,6,2515.42,0.96,603.7,2024-12-19,2024,12,Ahmedabad,B2C,665.51,Review
664,1663,False,Miguel Odonnell,Shoes,Loafers,3,2933.45,0.54,4048.16,2024-08-10,2024,8,Bengaluru,B2B,2091.53,OK
665,1664,False,Keith Martinez,Shoes,Boots,3,2385.57,0.54,3292.09,2025-05-20,2025,5,Hyderabad,B2B,844.94,OK
666,1665,False,Christopher Merritt DVM,T-Shirts,Crop Top,4,4504.03,0.5,9008.06,2025-03-23,2025,3,Delhi,B2C,1488.95,OK
667,1666,False,Hannah Santos,Jeans,Straight Cut,4,973.63,0.44,2180.93,2024-11-13,2024,11,Delhi,B2C,-148.67,Negative
668,1667,False,Taylor Pugh,Shoes,Sneakers,4,4021.0,0.54,7398.64,2024-11-02,2024,11,Mumbai,B2B,2323.66,OK
669,1668,False,Miranda Holland,Jeans,Boyfriend Jeans,3,2534.08,0.44,4257.25,2024-10-22,2024,10,Hyderabad,B2B,941.2,OK
670,1669,False,Brooke Dillon,Shoes,Boots,3,1838.63,0.54,2537.31,2025-01-03,2025,1,Pune,B2C,-524.25,Negative
671,1670,False,Jennifer Scott,T-Shirts,Classic Tee,4,2765.79,0.69,3429.58,2024-08-14,2024,8,Hyderabad,B2B,462.22,OK
672,1671,False,Elizabeth Ross,Jeans,Slim Fit Jeans,4,4417.34,0.44,9894.84,2024-11-30,2024,11,Ahmedabad,B2B,-72.28,Negative
673,1672,False,Paul Krueger,Accessories,Belts,5,2515.42,0.51,6162.78,2024-12-21,2024,12,Delhi,B2B,-587.27,Negative
674,1673,False,Sierra Evans,Accessories,Watches,4,3992.21,0.67,5269.72,2024-12-28,2024,12,Mumbai,B2B,617.12,OK
675,1674,False,Jonathan Wagner,Jeans,Straight Cut,4,2891.64,0.19,9368.91,2025-05-04,2025,5,Bengaluru,B2B,-680.26,Negative
676,1675,False,Samuel Wiley,Dresses,Casual Midi,4,2975.64,0.5,5951.28,2025-05-01,2025,5,Mumbai,B2C,340.43,OK
677,1676,False,Kristine Khan,Dresses,Maxi Dress,3,4351.82,0.5,6527.73,2024-11-28,2024,11,Bengaluru,B2B,1818.14,OK
678,1677,False,Amy Stewart,Jackets,Bomber Jacket,3,4639.86,0.69,4315.07,2023-10-10,2023,10,Hyderabad,B2B,1323.79,OK
679,1048,True,Michael Keller,Accessories,Watches,4,1429.93,0.51,2802.66,2024-11-14,2024,11,Ahmedabad,B2B,1844.84,OK
680,1679,False,Justin Rose,T-Shirts,Classic Tee,1,4198.5,0.5,2099.25,2024-07-21,2024,7,Pune,B2B,2518.86,Review
681,1680,False,Ryan Becker,Jeans,Straight Cut,4,2891.64,0.44,6477.27,2024-09-26,2024,9,Ahmedabad,B2B,2873.92,OK
682,1681,False,Jessica Lara,Dresses,Maxi Dress,3,2731.64,0.26,6064.24,2024-02-15,2024,2,Ahmedabad,B2B,-579.16,Negative
683,1682,False,Sophia Fischer,Accessories,Sunglasses,5,4307.08,0.51,10552.35,2024-12-28,2024,12,Delhi,B2C,961.46,OK
684,1683,False,Tracy Taylor,Jeans,Ripped Denim,5,1743.64,0.44,4882.19,2025-01-03,2025,1,Pune,B2C,32.33,OK
685,1684,False,Mark Silva,Dresses,Maxi Dress,3,3537.97,0.26,7854.29,2024-08-05,2024,8,Bengaluru,B2B,1385.75,OK
686,1685,False,Johnny Berg,Dresses,Bodycon,4,2889.54,0.5,5779.08,2024-12-24,2024,12,Hyderabad,B2B,1108.04,OK
687,1686,False,Christine Cox,Jeans,Boyfriend Jeans,1,3008.66,0.06,2828.14,2025-01-03,2025,1,Pune,B2B,718.58,OK
688,1687,False,Andrew Harris,Jackets,Denim Jacket,3,2537.59,0.54,3501.87,2025-07-12,2025,7,Hyderabad,B2B,1132.23,OK
689,1688,False,Donna Winters,Accessories,Watches,4,4177.86,0.51,8188.61,2024-12-24,2024,12,Hyderabad,B2B,2610.69,OK
690,1689,False,Travis Washington,T-Shirts,Oversized T-shirt,3,1193.48,0.5,1790.22,2025-01-03,2025,1,Pune,B2B,2629.51,Review
691,1690,False,Mary Tran,Jackets,Puffer Coat,5,1941.39,0.54,4465.2,2025-03-04,2025,3,Delhi,B2C,206.95,OK
692,1691,False,Kathryn Hardy,Shoes,Boots,6,2878.51,0.54,7944.69,2025-04-18,2025,4,Mumbai,B2B,2503.51,OK
693,1692,False,Robert Willis,T-Shirts,Oversized T-shirt,3,2509.38,0.67,2484.29,2024-10-02,2024,10,Ahmedabad,B2C,39.25,OK
694,1693,False,Dylan Townsend,Jackets,Leather Jacket,1,2752.99,0.54,1266.38,2024-09-27,2024,9,Bengaluru,B2C,2028.4,Review
695,1694,False,Kenneth Garcia,Jeans,Boyfriend Jeans,3,3008.66,0.44,5054.55,2025-02-05,2025,2,Hyderabad,B2B,264.6,OK
696,1695,False,Lance Gonzales,Jackets,Leather Jacket,4,3785.14,0.54,6964.66,2024-12-28,2024,12,Mumbai,B2C,-982.7,Negative
697,1696,False,Noah Wade,Shoes,Sneakers,4,532.47,0.54,979.74,2024-12-28,2024,12,Mumbai,B2B,666.49,OK
698,1697,False,Sandra Peterson,Accessories,Belts,2,1758.97,0.51,1723.79,2025-02-12,2025,2,Delhi,B2B,2026.97,Review
699,1698,False,Megan Mays,Shoes,Loafers,4,2111.87,0.54,3885.84,2024-07-29,2024,7,Hyderabad,B2C,-621.0,Negative
700,1699,False,Linda Long,Shoes,Sneakers,6,701.16,0.54,1935.2,2025-02-09,2025,2,Delhi,B2C,2632.17,Review
701,1700,False,Ronald Arias,T-Shirts,Oversized T-shirt,3,3332.06,0.47,5297.98,2024-10-28,2024,10,Mumbai,B2B,1969.67,OK
702,1701,False,Susan Lambert,Dresses,Wrap Dress,2,3402.47,0.5,3402.47,2024-12-19,2024,12,Ahmedabad,B2B,1713.45,OK
703,1702,False,Christopher Patrick,Shoes,Sneakers,4,792.36,0.54,1457.94,2025-03-29,2025,3,Ahmedabad,B2B,990.35,OK
704,1703,False,Joy Garcia,Jeans,Slim Fit Jeans,4,2366.61,0.92,757.32,2025-01-30,2025,1,Pune,B2B,-96.41,Negative
705,1704,False,Ryan Jordan,T-Shirts,Classic Tee,4,2765.79,0.47,5863.47,2024-09-21,2024,9,Bengaluru,B2B,2611.36,OK
706,1705,False,Cynthia Conway,Shoes,Sneakers,4,4170.76,0.54,7674.2,2025-05-12,2025,5,Bengaluru,B2B,826.76,OK
707,1706,False,Sarah Thompson,Jackets,Denim Jacket,5,4827.89,0.84,3862.31,2024-12-19,2024,12,Ahmedabad,B2C,2824.1,OK
708,1707,False,Jack Phelps,Jackets,Puffer Coat,6,2579.8,0.54,7120.25,2024-12-28,2024,12,Mumbai,B2B,1903.2,OK
709,1708,False,Willie Hodge,Accessories,Sunglasses,3,2577.64,0.55,3479.81,2025-06-05,2025,6,Delhi,B2B,1400.39,OK
710,1709,False,Jerry Carroll,Jackets,Denim Jacket,5,1717.79,0.54,3950.92,2024-09-28,2024,9,Ahmedabad,B2B,2264.16,OK
711,1710,False,Michael Allen,Accessories,Watches,4,2785.79,0.45,6128.74,2024-10-11,2024,10,Ahmedabad,B2C,-333.46,Negative
712,1711,False,Zachary Phillips,Accessories,Watches,4,2685.92,0.51,5264.4,2024-10-20,2024,10,Pune,B2B,2804.29,OK
